伊豆的舞女,8.2,26895人评价,https://book.douban.com/subject/1005521/,静美又残酷，无限柔软的川端
世界尽头与冷酷仙境,8.6,25747人评价,https://book.douban.com/subject/1291809/,交叉平行蒙太奇
傲慢与偏见,9.0,25283人评价,https://book.douban.com/subject/1401841/,百般曲折，终成眷属
最初的爱情 最后的仪式,8.0,26394人评价,https://book.douban.com/subject/4011440/,别被封面骗了
鬼吹灯之云南虫谷,8.0,26646人评价,https://book.douban.com/subject/1926103/,恐虫症慎入
明朝那些事儿（柒）：大结局,8.9,24784人评价,https://book.douban.com/subject/3626924/,大明崇祯万万年
把时间当作朋友,8.5,25821人评价,https://book.douban.com/subject/3609132/
秘密,7.3,28276人评价,https://book.douban.com/subject/3266968/,吸引力法则
天使与魔鬼,8.2,25857人评价,https://book.douban.com/subject/1228110/,科学与宗教的大乱斗
拆掉思维里的墙,7.9,26846人评价,https://book.douban.com/subject/4953695/,解放思想，实事求是
明朝那些事儿（陆）,8.8,24838人评价,https://book.douban.com/subject/3274113/,党争不息，西山日薄
佛祖在一号线,8.2,25381人评价,https://book.douban.com/subject/4872671/,嬉笑怒骂的常识分子
倚天屠龙记(共四册),8.5,25253人评价,https://book.douban.com/subject/1070851/,不识张郎是张郎
阿狸·梦之城堡,9.0,23784人评价,https://book.douban.com/subject/3554154/,治愈
杜拉拉2华年似水,7.3,27232人评价,https://book.douban.com/subject/3323987/,杜拉拉跳槽记
不朽,7.6,26429人评价,https://book.douban.com/subject/2382705/,所有须臾，化为不朽
